"IPI Accession"	"IPI Description"	"Main Class"	Classification	"Protein coding"	"Phobius TM"	"Phobius SP"	"Phobius Topology"	"SOSUI TM"	"SOSUI TOPOLOGY"	"TMHMM TM"	"TMHMM Topology"
IPI00550109	"TMEM140 Transmembrane protein 140"	Unclassified	Unclassified	Valid	4	0	i12-33o85-103i115-139o151-171i	4	13-35,86-108,114-136,151-173	4	i12-34o82-104i117-139o149-171i
IPI00063300	"TMEM141 Transmembrane protein 141"	Unclassified	Unclassified	Valid	2	0	o30-48i60-78o	2	32-53,58-80	2	i30-52o62-79i
IPI00303120	"TMEM143 Isoform 1 of Transmembrane protein 143"	Unclassified	Unclassified	Valid	2	0	i279-300o306-324i	2	277-299,306-328	2	i279-301o306-323i
IPI00396097	"TMEM144 Isoform 1 of Transmembrane protein 144"	Unclassified	Unclassified	Valid	10	0	o6-27i39-59o65-86i93-114o126-145i187-211o231-252i264-285o291-311i323-343o	9	7-29,36-58,73-95,126-148,183-205,232-254,262-284,292-314,322-344	10	o10-29i38-60o64-86i93-115o125-144i188-210o230-252i264-286o291-313i320-342o
IPI00168318	"TMEM145 Transmembrane protein 145"	Unclassified	Unclassified	Valid	7	Y	n12-23c29/30o175-195i207-229o241-260i280-297o317-335i347-369o381-400i	5	139-161,179-201,211-233,286-308,321-343	7	o144-166i179-201o216-238i251-270o285-307i320-342o352-371i
IPI00329251	"TMEM146 Isoform 1 of Transmembrane protein 146 precursor"	Unclassified	Unclassified	Valid	1	Y	n4-14c20/21o719-741i	2	663-685,692-714	2	i174-196o699-721i
IPI00013293	"TMEM147 Transmembrane protein 147"	Unclassified	Unclassified	Valid	4	0	i99-121o141-157i169-189o195-219i	5	1-23,40-62,101-123,166-188,199-221	6	o4-26i38-60o99-121i141-158o168-190i197-219o
IPI00002910	"TMEM149 Isoform 1 of Transmembrane protein 149 precursor"	Unclassified	Unclassified	Valid	1	Y	n6-17c22/23o161-185i	1	141-163	1	i143-165o
IPI00002253	"TMEM14A Transmembrane protein 14A"	Unclassified	Unclassified	Valid	3	Y	n3-14c19/20o29-46i53-71o77-98i	3	5-27,33-51,58-80	3	i5-24o34-52i59-78o
IPI00300744	"TMEM14B Transmembrane protein 14B"	Unclassified	Unclassified	Valid	4	0	o12-31i38-57o63-84i91-111o	4	5-27,35-57,60-81,88-110	4	o10-29i36-58o63-85i90-112o
IPI00009346	"TMEM14C Transmembrane protein 14C"	Unclassified	Unclassified	Valid	4	0	o12-30i37-56o62-81i88-108o	4	5-27,33-55,60-82,86-108	4	i7-29o33-55i62-81o86-108i
IPI00456859	"TMEM14D Uncharacterized protein ENSP00000382127"	Unclassified	Unclassified	Invalid	2	0	o12-33i54-77o	2	5-27,54-76	2	o20-42i54-76o
IPI00384093	"TMEM150 Isoform 1 of Transmembrane protein 150 precursor"	Unclassified	Unclassified	Valid	5	Y	n5-16c24/25o78-96i108-129o141-163i175-197o203-225i	5	53-75,84-106,116-138,148-170,180-202	5	i53-75o85-107i114-136o151-173i185-207o
IPI00166719	"TMEM151A Transmembrane protein 151A"	Unclassified	Unclassified	Valid	2	0	i45-66o97-115i	2	49-71,99-121	0	o
IPI00784306	"TMEM151B Isoform 1 of Transmembrane protein 151B"	Unclassified	Unclassified	Valid	2	0	i65-92o112-129i	2	63-85,111-133	2	i65-87o112-134i
IPI00043273	"TMEM154 Transmembrane protein 154 precursor"	Unclassified	Unclassified	Valid	1	Y	n6-17c22/23o76-101i	1	54-76	1	o54-76i
IPI00297058	"TMEM156 Transmembrane protein 156"	Unclassified	Unclassified	Valid	2	0	i7-25o214-236i	3	3-24,41-63,211-232	2	i5-22o214-236i
IPI00290826	"TMEM157 Transmembrane protein 157 precursor"	Unclassified	Unclassified	Valid	1	Y	n6-21c39/40o124-144i	1	83-105	1	o85-107i
IPI00103864	"TMEM158 Isoform 1 of Transmembrane protein 158 precursor"	Unclassified	Unclassified	Invalid	1	Y	n4-15c20/21o228-252i	2	207-229,249-271	2	o210-232i252-274o
IPI00646518	"TMEM159 18 kDa protein"	Unclassified	Unclassified	Valid	3	0	o74-98i105-133o139-157i	2	83-105,130-152	3	o75-97i102-124o134-156i
IPI00550380	"TMEM160 Transmembrane protein 160"	Unclassified	Unclassified	Valid	3	0	i74-92o98-124i136-157o	3	70-92,100-122,134-156	2	i99-121o131-153i
IPI00301841	"TMEM161A Transmembrane protein 161A precursor"	Unclassified	Unclassified	Valid	7	Y	n2-17c28/29o136-157i169-187o225-244i265-284o316-340i367-392o450-472i	9	81-103,108-130,138-160,195-217,237-259,276-298,342-364,402-424,429-451	8	i77-99o109-131i140-159o197-219i240-257o285-302i336-358o422-444i
IPI00181160	"TMEM161B Isoform 1 of Transmembrane protein 161B"	Unclassified	Unclassified	Valid	8	0	i106-125o137-157i169-188o230-248i269-289o309-329i367-386o453-480i	9	1-23,105-127,135-157,171-193,226-248,268-290,310-331,370-392,453-475	7	o106-128i135-157o172-194i231-253o268-285i367-389o458-480i
IPI00022964	"TMEM163 DC29"	Unclassified	Unclassified	Valid	1	0	o41-58i	2	38-59,117-137	1	i41-58o
IPI00152253	"TMEM163 Isoform 1 of Transmembrane protein 163"	Unclassified	Unclassified	Valid	6	0	i88-112o118-140i152-175o187-206i218-238o250-273i	6	89-111,116-138,153-175,189-211,223-245,253-275	6	i90-112o117-139i152-174o189-211i218-240o250-272i
IPI00479156	"TMEM164 Transmembrane protein 164"	Unclassified	Unclassified	Valid	7	0	o43-61i94-112o118-136i148-165o177-193i205-228o270-286i	6	37-59,88-110,113-135,143-165,174-196,208-230	5	o39-61i116-135o150-169i176-193o208-230i
IPI00307572	"TMEM165 Transmembrane protein 165"	Unclassified	Unclassified	Valid	6	Y	n16-27c33/34o91-109i129-151o157-175i229-247o267-287i299-318o	5	62-84,96-118,123-145,196-218,265-286	6	o58-77i94-116o120-139i196-218o233-255i262-284o
IPI00303867	"TMEM166 Transmembrane protein 166"	Unclassified	Unclassified	Valid	2	0	i12-28o34-55i	2	9-31,36-58	1	o34-56i
IPI00152240	"TMEM167 Transmembrane protein 167 precursor"	Unclassified	Unclassified	Valid	1	Y	n10-21c26/27o54-71i	1	28-46	1	i28-45o
IPI00152949	"TMEM168 Transmembrane protein 168"	Unclassified	Unclassified	Valid	12	0	o35-56i63-85o97-114i126-145o165-192i199-217o223-243i264-283o289-319i352-375o381-400i646-665o	12	33-54,60-82,91-113,123-145,161-183,198-220,225-247,265-284,294-316,352-374,378-400,403-425	9	i35-57o63-85i92-109o170-192i199-216o226-248i261-283o298-320i359-378o
IPI00063093	"TMEM169 Transmembrane protein 169"	Unclassified	Unclassified	Valid	2	0	o160-183i204-231o	2	164-186,210-232	2	o160-182i210-232o
IPI00329117	"TMEM17 Transmembrane protein 17"	Unclassified	Unclassified	Valid	4	0	i47-69o75-97i109-130o142-162i	4	40-62,78-100,110-132,141-162	4	i46-65o75-97i110-132o142-162i
IPI00103109	"TMEM170 Isoform 1 of Transmembrane protein 170"	Unclassified	Unclassified	Valid	3	0	o46-73i85-109o121-142i	3	50-72,85-107,123-144	3	o49-71i84-106o116-138i
IPI00291434	"TMEM171 Isoform 1 of Transmembrane protein 171"	Unclassified	Unclassified	Valid	4	0	i21-45o57-77i109-133o160-181i	3	22-44,113-135,159-181	4	i21-43o58-77i113-135o159-181i
IPI00257059	"TMEM173 Transmembrane protein 173"	Unclassified	Unclassified	Valid	4	0	i21-37o43-66i87-107o119-136i	2	18-40,45-67	0	o
IPI00154766	"TMEM174 Isoform 1 of Transmembrane protein 174"	Unclassified	Unclassified	Valid	2	0	o40-60i72-90o	2	37-59,71-92	2	i38-60o70-92i
IPI00031572	"TMEM175 Isoform 1 of Transmembrane protein 175"	Unclassified	Unclassified	Valid	11	0	i39-58o78-99i111-133o139-164i185-205o211-230i310-327o339-359i380-399o419-441i453-476o	12	37-58,72-94,106-128,140-162,184-206,209-231,262-284,308-330,342-364,377-399,418-440,452-474	9	i73-94o109-131i138-160o201-223i310-332o337-359i376-398o418-440i445-467o
IPI00305912	"TMEM176A Transmembrane protein 176A"	Unclassified	Unclassified	Valid	4	0	i53-77o83-106i113-136o191-214i	4	52-74,84-105,113-135,181-203	4	i53-75o85-107i114-136o193-215i
IPI00106808	"TMEM176B Transmembrane protein 176B"	Unclassified	Unclassified	Valid	4	0	i65-88o94-115i127-152o205-229i	4	66-88,95-117,127-149,207-229	4	o68-90i97-115o130-152i203-225o
IPI00012251	"TMEM177 Transmembrane protein 177"	Unclassified	Unclassified	Valid	3	0	i17-37o167-187i199-218o	4	17-39,165-187,199-221,237-259	0	o
IPI00167043	"TMEM178 Isoform 1 of Transmembrane protein 178 precursor"	Unclassified	Unclassified	Valid	3	Y	n5-23c28/29o180-201i213-234o254-281i	3	151-173,181-203,229-251	3	o151-173i182-204o230-252i
IPI00788838	"TMEM179 Isoform 1 of Transmembrane protein 179"	Unclassified	Unclassified	Valid	5	0	o6-28i35-54o74-96i108-132o171-193i	4	5-27,72-94,110-132,169-191	4	i7-29o73-95i108-130o171-193i
IPI00334453	"TMEM179B transmembrane protein 179B"	Unclassified	Unclassified	Valid	3	Y	n11-21c26/27o64-86i98-123o169-187i	3	39-61,73-95,141-163	2	i39-61o76-98i
IPI00004833	"TMEM18 Isoform 1 of Transmembrane protein 18"	Unclassified	Unclassified	Valid	3	0	o27-44i51-70o90-114i	4	4-24,26-47,51-73,90-112	3	o27-46i53-75o90-112i
IPI00398897	"TMEM180 Transmembrane protein 180"	Unclassified	Unclassified	Valid	10	0	i12-38o50-74i95-117o123-141i162-184o190-214i266-287o299-317i329-352o468-486i	9	14-36,46-68,114-136,165-185,192-214,331-353,390-412,414-436,466-488	10	o15-37i101-123o127-149i162-184o189-211i266-288o303-325i332-354o406-428i468-490o
IPI00856096	"TMEM181 Transmembrane protein 181"	Unclassified	Unclassified	Valid	8	0	i154-173o314-332i352-371o383-402i414-437o457-481i493-515o535-556i	8	153-175,312-334,349-371,383-405,412-434,458-480,494-516,537-559	9	o154-173i266-288o314-336i349-371o382-404i411-433o453-475i495-517o537-559i
IPI00792177	"TMEM182 Isoform 1 of Transmembrane protein 182 precursor"	Unclassified	Unclassified	Valid	3	Y	n7-22c26/27o115-141i153-175o195-221i	3	89-111,128-150,171-193	3	o88-110i123-145o173-195i
IPI00293381	"TMEM183A Isoform 1 of Transmembrane protein 183A"	Unclassified	Unclassified	Valid	1	0	o300-320i	0	0	1	o298-320i
IPI00176652	"TMEM183B Transmembrane protein 183B"	Unclassified	Unclassified	Invalid	1	0	o300-320i	0	0	1	o298-320i
IPI00016853	"TMEM184B Transmembrane protein 184B"	Unclassified	Unclassified	Valid	5	0	o39-60i80-102o176-198i210-234o246-269i	7	45-66,80-101,150-172,177-199,211-233,247-269,295-317	7	o39-61i81-103o118-135i180-197o212-234i246-268o288-310i
IPI00168815	"TMEM185A Transmembrane protein 185A"	Unclassified	Unclassified	Valid	8	0	o15-32i39-61o81-101i113-134o140-160i167-191o211-232i239-259o	8	12-34,42-64,81-103,111-132,140-162,174-196,211-233,240-262	8	i13-32o47-66i79-101o111-133i140-160o175-197i209-231o241-263i
IPI00433826	"TMEM185B Transmembrane protein 185B"	Unclassified	Unclassified	Invalid	8	0	i15-32o38-65i77-97o109-132i144-160o166-191i211-235o241-262i	8	12-34,43-64,80-102,111-132,140-162,174-196,212-234,240-262	7	i13-32o47-66i79-101o111-133i169-191o211-233i240-262o
IPI00303290	"TMEM186 Transmembrane protein 186"	Unclassified	Unclassified	Valid	2	0	i76-93o105-124i	2	75-97,103-124	2	i70-92o102-124i
IPI00032310	"TMEM187 Transmembrane protein 187"	Unclassified	Unclassified	Valid	6	0	i9-28o48-72i84-102o114-133i140-158o191-210i	7	10-32,46-68,80-102,112-134,138-160,163-184,192-214	6	i13-35o50-72i79-101o111-133i140-162o185-207i
IPI00168567	"TMEM188 Isoform 2 of Transmembrane protein 188"	Unclassified	Unclassified	Invalid	2	0	i50-68o80-102i	0	0	2	i51-68o81-103i
IPI00397947	"TMEM189-UBE2V1;TMEM189;UBE2V1 ubiquitin-conjugating enzyme E2 Kua-UEV isoform 1"	Unclassified	Unclassified	Valid	3	0	o47-68i75-98o165-182i	3	46-68,73-95,164-186	2	o46-68i75-97o
IPI00153036	"TMEM19 Isoform 1 of Transmembrane protein 19"	Unclassified	Unclassified	Valid	6	0	i12-35o51-69i81-105o220-245i257-277o315-333i	7	15-37,48-69,81-103,166-188,220-242,256-278,310-332	6	o15-37i49-68o83-105i223-245o255-277i312-334o
IPI00103847	"TMEM190 Transmembrane protein 190 precursor"	Unclassified	Unclassified	Valid	1	Y	n4-15c19/20o81-103i	1	63-85	1	o63-85i
IPI00031046	"TMEM191A Putative uncharacterized protein DKFZp434N035"	Unclassified	Unclassified	Invalid	1	0	o20-45i	2	22-44,72-94	0	o
IPI00455497	"TMEM191B hypothetical protein isoform 2"	Unclassified	Unclassified	Valid	1	0	i245-269o	2	232-254,260-282	1	i248-270o
IPI00855873	"TMEM192 Isoform 1 of Transmembrane protein 192"	Unclassified	Unclassified	Valid	4	0	i48-70o90-114i139-161o167-192i	3	48-70,92-114,170-192	4	i48-70o92-114i139-161o171-190i
IPI00215874	"TMEM194 Isoform 1 of Transmembrane protein 194"	Unclassified	Unclassified	Valid	5	0	i163-180o186-208i215-234o246-266i286-310o	6	26-48,159-181,190-212,218-240,247-268,285-307	5	o163-180i185-207o217-236i249-271o286-308i
IPI00418595	"TMEM195 UPF0476 membrane protein"	Unclassified	Unclassified	Valid	7	0	o43-61i73-100o115-131i333-350o362-383i390-406o412-433i	4	171-193,334-356,362-383,414-436	2	o364-383i411-433o
IPI00175152	"TMEM196 transmembrane protein 196"	Unclassified	Unclassified	Valid	1	Y	n2-13c18/19o34-58i	1	14-36	1	o20-42i
IPI00164776	"TMEM198 Similar to RIKEN cDNA A230078I05 gene"	Unclassified	Unclassified	Valid	7	0	i37-57o63-81i93-113o119-138i150-168o174-197i218-236o	7	35-57,61-82,92-114,116-137,147-169,175-197,212-234	6	i36-58o62-81i90-112o116-138i143-165o175-197i
IPI00166746	"TMEM199 Uncharacterized protein C17orf32"	Unclassified	Unclassified	Valid	2	0	i145-167o179-198i	2	143-165,176-198	2	o145-167i179-201o
IPI00170706	"TMEM2 Transmembrane protein 2"	Unclassified	Unclassified	Valid	1	0	i83-103o	1	83-105	1	i83-105o
IPI00760670	"TMEM20 Isoform 1 of Transmembrane protein 20"	Unclassified	Unclassified	Valid	10	0	i70-89o101-119i131-151o157-178i185-205o225-243i255-274o286-303i315-333o339-357i	9	67-89,97-118,130-152,156-178,185-207,223-242,254-276,284-306,315-337	10	i70-89o100-119i132-151o156-178i187-209o224-242i255-277o287-306i311-333o338-357i
IPI00646541	"TMEM200A UPF0455 protein KIAA1913"	Unclassified	Unclassified	Valid	2	0	i62-84o127-147i	2	1-18,56-78	2	i62-84o128-147i
IPI00465423	"TMEM200B transmembrane protein 200B"	Unclassified	Unclassified	Valid	2	0	i53-75o116-137i	2	54-74,115-137	2	i53-75o115-137i
IPI00737518	"TMEM201 similar to CG7744-PA"	Unclassified	Unclassified	Valid	4	0	o323-344i408-426o465-486i750-771o	2	319-341,407-425	1	o746-768i
IPI00250368	"TMEM202 transmembrane protein 202"	Unclassified	Unclassified	Valid	4	0	i54-74o120-143i155-174o194-215i	5	50-72,77-99,119-141,155-177,196-218	4	i53-75o120-142i155-177o192-214i
IPI00305452	"TMEM204 Claudin-like protein 24"	Unclassified	Unclassified	Valid	3	Y	n6-20c25/26o104-127i139-159o171-191i	3	79-101,112-134,144-166	3	i77-99o114-136i143-165o
IPI00063130	"TMEM205 transmembrane protein 205"	Unclassified	Unclassified	Valid	3	0	o20-41i53-77o89-106i	0	0	4	o15-37i57-79o89-106i162-184o
IPI00303401	"TMEM206 Transmembrane protein C1orf75"	Unclassified	Unclassified	Valid	2	0	i65-86o307-332i	2	63-85,306-328	1	i64-86o
IPI00162329	"TMEM25 Isoform 1 of Transmembrane protein 25 precursor"	Unclassified	Unclassified	Valid	1	Y	n13-21c26/27o235-261i	2	120-141,205-227	1	o212-234i
IPI00445668	"TMEM26 Isoform 1 of Transmembrane protein 26"	Unclassified	Unclassified	Valid	7	Y	n3-18c26/27o36-52i64-83o143-163i206-224o244-263i270-291o297-315i	6	7-28,39-58,122-144,183-205,216-238,263-285	4	i9-28o38-57i228-250o260-282i
IPI00010191	"TMEM27 Collectrin precursor"	Unclassified	Unclassified	Valid	1	Y	n2-12c17/18o142-167i	1	125-147	1	o125-147i
IPI00290828	"TMEM28 Transmembrane protein 28"	Unclassified	Unclassified	Valid	2	Y	n13-24c29/30o45-65i432-450o	0	0	1	i13-35o
IPI00166785	"TMEM32 Transmembrane protein 32 precursor"	Unclassified	Unclassified	Valid	1	Y	n8-18c23/24o47-67i	1	19-41	1	o20-42i
IPI00299084	"TMEM33 Transmembrane protein 33"	Unclassified	Unclassified	Valid	3	0	o28-48i95-121o165-189i	3	31-53,99-121,158-180	3	o27-49i96-118o170-192i
IPI00019373	"TMEM34 Isoform 1 of Transmembrane protein 34"	Unclassified	Unclassified	Valid	7	0	o17-37i49-71o83-101i181-199o211-232i253-275o287-307i	8	14-36,50-72,80-101,121-143,178-200,214-236,251-273,287-309	6	i13-35o50-72i181-200o210-232i253-275o290-312i
IPI00012474	"TMEM35 Transmembrane protein 35"	Unclassified	Unclassified	Valid	4	0	i7-26o62-82i89-108o114-131i	4	7-29,60-82,88-110,115-132	3	i7-26o89-108i115-132o
IPI00031641	"TMEM38A Trimeric intracellular cation channel type A"	Unclassified	Unclassified	Valid	4	0	o20-39i51-73o93-118i210-227o	5	9-31,54-76,81-103,105-126,208-229	4	o15-37i50-72o92-114i210-232o
IPI00018237	"TMEM38B Trimeric intracellular cation channel type B"	Unclassified	Unclassified	Valid	1	0	o51-70i	0	0	4	o47-69i76-95o139-161i208-230o
IPI00329181	"TMEM39A Isoform 1 of Transmembrane protein 39A"	Unclassified	Unclassified	Valid	8	0	i73-92o112-130i150-175o181-202i288-309o321-338i418-437o449-466i	9	42-64,70-92,118-140,151-173,182-203,288-309,318-340,418-440,449-467	8	i79-101o116-135i156-178o183-202i288-307o322-339i418-437o447-466i
IPI00413263	"TMEM39B Transmembrane protein 39B"	Unclassified	Unclassified	Valid	8	0	i78-97o117-139i159-180o186-205i289-307o322-339i419-438o450-467i	6	75-97,156-178,187-208,287-309,321-343,420-442	8	i84-106o121-140i153-175o185-207i289-308o318-340i419-438o448-467i
IPI00168036	"TMEM40 Isoform 1 of Transmembrane protein 40"	Unclassified	Unclassified	Valid	2	0	i160-180o200-221i	2	158-180,190-212	2	i159-181o185-207i
IPI00063334	"TMEM41A Isoform 1 of Transmembrane protein 41A precursor"	Unclassified	Unclassified	Valid	5	Y	n4-12c17/18o67-91i103-126o153-171i178-196o216-239i	5	68-90,94-116,130-152,165-187,201-222	5	i51-68o83-105i136-155o165-184i205-222o
IPI00555703	"TMEM41B Isoform 1 of Transmembrane protein 41B"	Unclassified	Unclassified	Valid	6	0	i52-72o109-135i147-170o197-216i228-249o261-282i	5	52-74,113-135,147-169,226-248,262-283	6	i50-72o113-135i147-169o197-216i223-245o260-282i
IPI00844104	"TMEM42 17 kDa protein"	Unclassified	Unclassified	Valid	4	0	i37-61o67-89i101-122o128-144i	3	49-71,98-120,124-145	4	o38-60i67-89o99-121i128-145o
IPI00301280	"TMEM43 Transmembrane protein 43"	Unclassified	Unclassified	Valid	4	0	o33-51i309-330o350-370i375-394o	4	30-52,314-336,346-368,370-391	4	o32-51i309-331o346-368i373-390o
IPI00843989	"TMEM44 Isoform 1 of Transmembrane protein 44"	Unclassified	Unclassified	Valid	7	0	o30-50i62-81o87-111i132-155o180-196i262-282o294-315i	7	27-49,63-85,90-112,136-158,180-202,262-284,296-317	4	o28-50i62-81o91-113i134-156o
IPI00796995	"TMEM45A 6 kDa protein"	Unclassified	Unclassified	Invalid	1	0	o6-24i	2	2-23,29-46	0	o
IPI00788618	"TMEM45A Protein of unknown function DUF716 family protein"	Unclassified	Unclassified	Valid	7	0	o24-46i67-87o107-131i138-155o167-189i201-219o234-259i	5	20-42,124-146,163-185,196-218,237-259	7	o20-39i60-82o107-129i134-156o166-188i197-219o234-256i
IPI00059683	"TMEM45B Transmembrane protein 45B"	Unclassified	Unclassified	Valid	7	0	o6-27i47-67o87-107i119-137o149-167i179-200o212-241i	6	4-26,93-115,118-139,143-165,174-196,215-237	5	o10-27i93-115o145-167i180-199o219-241i
IPI00244512	"TMEM46 Transmembrane protein 46 precursor"	Unclassified	Unclassified	Valid	1	Y	n15-27c35/36o114-143i	1	80-102	1	o79-101i
IPI00027788	"TMEM47 Transmembrane protein 47"	Unclassified	Unclassified	Valid	4	0	i21-44o77-103i115-135o155-172i	4	17-39,81-103,119-141,152-173	4	i21-43o81-103i116-138o153-172i
IPI00386760	"TMEM48 Isoform 1 of Nucleoporin NDC1"	Unclassified	Unclassified	Valid	6	0	i21-46o66-94i115-135o165-187i208-234o269-291i	7	25-47,65-87,91-113,115-137,161-183,208-230,265-287	5	i20-45o65-87i167-186o221-243i264-286o
IPI00062469	"TMEM49 Transmembrane protein 49"	Unclassified	Unclassified	Valid	7	0	o46-65i77-95o115-138i251-267o273-294i306-327o363-384i	7	46-68,75-97,107-129,133-155,274-296,307-329,367-389	6	i44-63o78-97i110-132o273-295i308-330o363-385i
IPI00385141	"TMEM50A IFNRC"	Unclassified	Unclassified	Valid	4	0	i26-49o55-74i95-121o127-148i	4	25-47,55-77,97-119,127-149	4	i21-40o55-74i95-117o127-148i
IPI00010146	"TMEM50B Transmembrane protein 50B"	Unclassified	Unclassified	Valid	4	0	i24-42o57-76i97-122o128-148i	4	26-48,59-81,98-120,128-150	4	i25-47o57-76i97-119o129-151i
IPI00183082	"TMEM51 Transmembrane protein 51"	Unclassified	Unclassified	Valid	2	0	i12-34o65-85i	2	11-33,64-85	2	i12-34o63-85i
IPI00168625	"TMEM52 Isoform 1 of Transmembrane protein 52 precursor"	Unclassified	Unclassified	Valid	1	Y	n13-24c32/33o56-80i	1	24-46	1	o20-42i
IPI00418344	"TMEM53 Isoform 1 of Transmembrane protein 53"	Unclassified	Unclassified	Valid	1	0	i171-195o	1	172-194	1	i171-193o
IPI00056405	"TMEM54 Isoform 1 of Transmembrane protein 54"	Unclassified	Unclassified	Valid	4	0	i21-42o54-81i93-118o152-173i	4	18-40,54-76,96-118,155-177	4	i21-43o63-85i98-120o152-174i
IPI00175029	"TMEM55A Transmembrane protein 55A"	Unclassified	Unclassified	Valid	2	0	o194-212i224-246o	2	193-215,221-243	2	o193-212i225-247o
IPI00332278	"TMEM55B Isoform 2 of Transmembrane protein 55B"	Unclassified	Unclassified	Valid	2	0	i219-238o250-270i	2	219-240,248-270	2	i219-241o251-273i
IPI00043429	"TMEM56 Transmembrane protein 56"	Unclassified	Unclassified	Valid	5	0	o6-32i53-72o92-110i173-193o213-235i	5	6-28,54-76,93-115,170-192,217-239	6	i7-29o49-71i91-113o126-148i169-191o211-233i
IPI00296938	"TMEM57 Isoform 1 of Macoilin"	Unclassified	Unclassified	Invalid	4	0	i20-44o74-104i116-134o154-174i	4	33-55,82-104,118-139,152-173	4	i20-42o75-97i119-138o153-175i
IPI00514190	"TMEM58 Transmembrane protein 58 precursor"	Unclassified	Unclassified	Valid	1	Y	n9-20c27/28o89-115i	1	62-84	1	o59-81i
IPI00550038	"TMEM59 Transmembrane protein 59"	Unclassified	Unclassified	Valid	1	Y	n14-27c35/36o251-276i	1	222-244	1	o216-238i
IPI00015877	"TMEM59L Transmembrane protein 59-like precursor"	Unclassified	Unclassified	Valid	1	Y	n11-19c24/25o268-290i	0	0	1	o244-266i
IPI00015099	"TMEM60 Transmembrane protein 60"	Unclassified	Unclassified	Valid	3	Y	n10-21c26/27o36-58i78-96o108-131i	3	9-31,52-74,76-98	3	o10-32i53-72o82-104i
